2023-11-13 13:55:17.761711
What were my total sales in FLORAL Last Complete Year?|Total sales in FLORAL Last Complete Year.
What were my total sales in GM MEAT Last Complete Week?|Total sales in GM MEAT Last Complete Week.
What were my total sales in GM GROCERY Last Complete Week?|Total sales in GM GROCERY Last Complete Week.
What were my total sales in GM PHARMACY Last Complete Week?|Total sales in GM PHARMACY Last Complete Week.
What were my total sales in GM HBC Last Complete Week?|Total sales in GM HBC Last Complete Week.
What were my total sales in PRODUCE DELI Last Complete Week?|Total sales in PRODUCE DELI Last Complete Week.
What were my total sales in PRODUCE BAKERY Last Complete Week?|Total sales in PRODUCE BAKERY Last Complete Week.
What were my total sales in PRODUCE MEAT Last Complete Week?|Total sales in PRODUCE MEAT Last Complete Week.
What were my total sales in PRODUCE GROCERY Last Complete Week?|Total sales in PRODUCE GROCERY Last Complete Week.
What were my total sales in PRODUCE PHARMACY Last Complete Week?|Total sales in PRODUCE PHARMACY Last Complete Week.
What were my total sales in PRODUCE HBC Last Complete Week?|Total sales in PRODUCE HBC Last Complete Week.
What were my total sales in DELI BAKERY Last Complete Week?|Total sales in DELI BAKERY Last Complete Week.
What were my total sales in DELI MEAT Last Complete Week?|Total sales in DELI MEAT Last Complete Week.
What were my total sales in DELI GROCERY Last Complete Week?|Total sales in DELI GROCERY Last Complete Week.
What were my total sales in DELI PHARMACY Last Complete Week?|Total sales in DELI PHARMACY Last Complete Week.
What were my total sales in DELI HBC Last Complete Week?|Total sales in DELI HBC Last Complete Week.
What were my total sales in BAKERY MEAT Last Complete Week?|Total sales in BAKERY MEAT Last Complete Week.
What were my total sales in BAKERY GROCERY Last Complete Week?|Total sales in BAKERY GROCERY Last Complete Week.
What were my total sales in BAKERY PHARMACY Last Complete Week?|Total sales in BAKERY PHARMACY Last Complete Week.
What were my total sales in BAKERY HBC Last Complete Week?|Total sales in BAKERY HBC Last Complete Week.
What were my total sales in MEAT GROCERY Last Complete Week?|Total sales in MEAT GROCERY Last Complete Week.
What were my total sales in MEAT PHARMACY Last Complete Week?|Total sales in MEAT PHARMACY Last Complete Week.
What were my total sales in MEAT HBC Last Complete Week?|Total sales in MEAT HBC Last Complete Week.
What were my total sales in GROCERY PHARMACY Last Complete Week?|Total sales in GROCERY PHARMACY Last Complete Week.
What were my total sales in GROCERY HBC Last Complete Week?|Total sales in GROCERY HBC Last Complete Week.
What were my total sales in PHARMACY HBC Last Complete Week?|Total sales in PHARMACY HBC Last Complete Week.
What were my total sales in FLORAL SEAFOOD Year to Date?|Total sales in FLORAL SEAFOOD Year to Date.
What were my total sales in FLORAL GM Year to Date?|Total sales in FLORAL GM Year to Date.
What were my total sales in FLORAL PRODUCE Year to Date?|Total sales in FLORAL PRODUCE Year to Date.
What were my total sales in FLORAL DELI Year to Date?|Total sales in FLORAL DELI Year to Date.
What were my total sales in FLORAL BAKERY Year to Date?|Total sales in FLORAL BAKERY Year to Date.
What were my total sales in FLORAL MEAT Year to Date?|Total sales in FLORAL MEAT Year to Date.
What were my total sales in FLORAL GROCERY Year to Date?|Total sales in FLORAL GROCERY Year to Date.
What were my total sales in FLORAL PHARMACY Year to Date?|Total sales in FLORAL PHARMACY Year to Date.
What were my total sales in FLORAL HBC Year to Date?|Total sales in FLORAL HBC Year to Date.
What were my total sales in SEAFOOD GM Year to Date?|Total sales in SEAFOOD GM Year to Date.
What were my total sales in SEAFOOD PRODUCE Year to Date?|Total sales in SEAFOOD PRODUCE Year to Date.
What were my total sales in SEAFOOD DELI Year to Date?|Total sales in SEAFOOD DELI Year to Date.
What were my total sales in SEAFOOD BAKERY Year to Date?|Total sales in SEAFOOD BAKERY Year to Date.
What were my total sales in SEAFOOD MEAT Year to Date?|Total sales in SEAFOOD MEAT Year to Date.
What were my total sales in SEAFOOD GROCERY Year to Date?|Total sales in SEAFOOD GROCERY Year to Date.
What were my total sales in SEAFOOD PHARMACY Year to Date?|Total sales in SEAFOOD PHARMACY Year to Date.
What were my total sales in SEAFOOD HBC Year to Date?|Total sales in SEAFOOD HBC Year to Date.
What were my total sales in GM PRODUCE Year to Date?|Total sales in GM PRODUCE Year to Date.
What were my total sales in GM DELI Year to Date?|Total sales in GM DELI Year to Date.
What were my total sales in GM BAKERY Year to Date?|Total sales in GM BAKERY Year to Date.
What were my total sales in GM MEAT Year to Date?|Total sales in GM MEAT Year to Date.
What were my total sales in GM GROCERY Year to Date?|Total sales in GM GROCERY Year to Date.
What were my total sales in GM PHARMACY Year to Date?|Total sales in GM PHARMACY Year to Date.
What were my total sales in GM HBC Year to Date?|Total sales in GM HBC Year to Date.
What were my total sales in PRODUCE DELI Year to Date?|Total sales in PRODUCE DELI Year to Date.
What were my total sales in PRODUCE BAKERY Year to Date?|Total sales in PRODUCE BAKERY Year to Date.
What were my total sales in PRODUCE MEAT Year to Date?|Total sales in PRODUCE MEAT Year to Date.
What were my total sales in PRODUCE GROCERY Year to Date?|Total sales in PRODUCE GROCERY Year to Date.
What were my total sales in PRODUCE PHARMACY Year to Date?|Total sales in PRODUCE PHARMACY Year to Date.
What were my total sales in PRODUCE HBC Year to Date?|Total sales in PRODUCE HBC Year to Date.
What were my total sales in DELI BAKERY Year to Date?|Total sales in DELI BAKERY Year to Date.
What were my total sales in DELI MEAT Year to Date?|Total sales in DELI MEAT Year to Date.
What were my total sales in DELI GROCERY Year to Date?|Total sales in DELI GROCERY Year to Date.
What were my total sales in DELI PHARMACY Year to Date?|Total sales in DELI PHARMACY Year to Date.
What were my total sales in DELI HBC Year to Date?|Total sales in DELI HBC Year to Date.
What were my total sales in BAKERY MEAT Year to Date?|Total sales in BAKERY MEAT Year to Date.
What were my total sales in BAKERY GROCERY Year to Date?|Total sales in BAKERY GROCERY Year to Date.
What were my total sales in BAKERY PHARMACY Year to Date?|Total sales in BAKERY PHARMACY Year to Date.
What were my total sales in BAKERY HBC Year to Date?|Total sales in BAKERY HBC Year to Date.
What were my total sales in MEAT GROCERY Year to Date?|Total sales in MEAT GROCERY Year to Date.
What were my total sales in MEAT PHARMACY Year to Date?|Total sales in MEAT PHARMACY Year to Date.
What were my total sales in MEAT HBC Year to Date?|Total sales in MEAT HBC Year to Date.
What were my total sales in GROCERY PHARMACY Year to Date?|Total sales in GROCERY PHARMACY Year to Date.
What were my total sales in GROCERY HBC Year to Date?|Total sales in GROCERY HBC Year to Date.
What were my total sales in PHARMACY HBC Year to Date?|Total sales in PHARMACY HBC Year to Date.
What were my total sales in FLORAL SEAFOOD Week To Date?|Total sales in FLORAL SEAFOOD Week To Date.
What were my total sales in FLORAL GM Week To Date?|Total sales in FLORAL GM Week To Date.
What were my total sales in FLORAL PRODUCE Week To Date?|Total sales in FLORAL PRODUCE Week To Date.
What were my total sales in FLORAL DELI Week To Date?|Total sales in FLORAL DELI Week To Date.
What were my total sales in FLORAL BAKERY Week To Date?|Total sales in FLORAL BAKERY Week To Date.
What were my total sales in FLORAL MEAT Week To Date?|Total sales in FLORAL MEAT Week To Date.
